speed_trap_s1_max,speed_trap_s2_max,speed_trap_fl_max,speed_trap_st_max,fastest_s1_seconds,fastest_s2_seconds,fastest_s3_seconds,fastest_lap_seconds,driver,team,qualifying_time_seconds,year,round,year_round
249.0,280.0,313.0,324.0,27.35,28.119,28.091,83.632,NOR,McLaren,81.731,2021,20,2021_20
290.0,314.0,308.0,322.0,32.382,28.545,28.164,89.3,NOR,McLaren,88.18,2021,21,2021_21
284.0,315.0,225.0,321.0,17.201,36.345,30.56,84.106,NOR,McLaren,82.931,2021,22,2021_22
243.0,267.0,290.0,319.0,29.03,39.63,22.941,91.601,OCO,Alpine,91.724,2021,1,2021_1
230.0,261.0,285.0,294.0,24.369,26.376,25.379,76.228,OCO,Alpine,75.21,2021,2,2021_2
287.0,194.0,300.0,318.0,22.908,30.291,25.661,78.86,OCO,Alpine,79.042,2021,3,2021_3
282.0,305.0,285.0,316.0,22.149,29.399,26.827,78.466,OCO,Alpine,77.58,2021,4,2021_4
213.0,203.0,268.0,278.0,19.456,34.277,19.419,73.199,OCO,Alpine,71.486,2021,5,2021_5
224.0,237.0,343.0,323.0,36.039,41.777,24.811,103.02,OCO,Alpine,102.273,2021,6,2021_6
120.0,278.0,301.0,325.0,22.974,27.948,41.593,92.681,OCO,Alpine,91.736,2021,7,2021_7
319.0,244.0,284.0,310.0,16.626,29.052,19.998,65.676,OCO,Alpine,65.217,2021,8,2021_8
314.0,247.0,286.0,311.0,16.606,29.0,19.865,65.527,OCO,Alpine,65.051,2021,9,2021_9
313.0,266.0,251.0,326.0,28.146,36.025,24.244,88.415,OCO,Alpine,87.34,2021,10,2021_10
277.0,248.0,256.0,298.0,28.224,27.553,21.982,77.759,OCO,Alpine,76.653,2021,11,2021_11
335.0,206.0,224.0,310.0,30.551,45.712,29.039,105.302,OCO,Alpine,123.513,2021,12,2021_12
280.0,287.0,305.0,314.0,24.714,24.347,21.93,71.074,OCO,Alpine,69.933,2021,13,2021_13
320.0,334.0,309.0,339.0,27.217,27.607,27.25,82.534,OCO,Alpine,81.103,2021,14,2021_14
265.0,319.0,167.0,317.0,34.579,32.349,27.474,94.402,OCO,Alpine,105.865,2021,15,2021_15
281.0,288.0,248.0,331.0,31.24,29.955,23.242,84.672,OCO,Alpine,84.842,2021,16,2021_16
229.0,192.0,212.0,325.0,25.68,38.379,31.652,95.711,OCO,Alpine,95.377,2021,17,2021_17
312.0,293.0,250.0,352.0,28.001,30.321,20.565,78.999,OCO,Alpine,78.405,2021,18,2021_18
328.0,264.0,331.0,326.0,18.066,35.637,16.267,70.145,OCO,Alpine,69.189,2021,19,2021_19
248.0,277.0,318.0,325.0,27.192,27.813,28.154,83.209,OCO,Alpine,82.028,2021,20,2021_20
292.0,320.0,308.0,323.0,32.378,28.474,28.254,89.177,OCO,Alpine,88.647,2021,21,2021_21
291.0,319.0,223.0,324.0,17.282,36.182,30.553,84.034,OCO,Alpine,83.389,2021,22,2021_22
243.0,267.0,291.0,318.0,29.106,39.511,22.792,91.503,PER,Red Bull Racing,90.659,2021,1,2021_1
233.0,259.0,287.0,288.0,24.088,26.052,25.411,75.551,PER,Red Bull Racing,74.446,2021,2,2021_2
287.0,195.0,297.0,317.0,22.825,30.165,25.751,78.84,PER,Red Bull Racing,78.89,2021,3,2021_3
285.0,302.0,283.0,318.0,22.245,29.29,27.053,78.606,PER,Red Bull Racing,77.701,2021,4,2021_4
221.0,204.0,271.0,282.0,18.85,33.714,19.146,71.817,PER,Red Bull Racing,71.573,2021,5,2021_5
233.0,239.0,338.0,320.0,35.854,41.249,24.974,102.115,PER,Red Bull Racing,101.917,2021,6,2021_6
122.0,284.0,304.0,327.0,23.038,27.931,41.226,92.238,PER,Red Bull Racing,90.445,2021,7,2021_7
314.0,248.0,288.0,313.0,16.51,28.702,19.733,65.026,PER,Red Bull Racing,64.168,2021,8,2021_8
313.0,245.0,284.0,310.0,16.496,28.993,19.793,65.396,PER,Red Bull Racing,63.99,2021,9,2021_9
315.0,266.0,252.0,324.0,28.2,35.675,24.213,88.163,PER,Red Bull Racing,86.844,2021,10,2021_10
282.0,246.0,256.0,299.0,27.964,27.686,21.828,77.824,PER,Red Bull Racing,76.421,2021,11,2021_11
327.0,208.0,229.0,306.0,30.95,45.25,28.983,105.404,PER,Red Bull Racing,122.112,2021,12,2021_12
276.0,285.0,304.0,307.0,24.677,24.031,21.781,70.526,PER,Red Bull Racing,70.53,2021,13,2021_13
326.0,334.0,319.0,338.0,27.27,27.547,27.16,82.039,PER,Red Bull Racing,80.611,2021,14,2021_14
266.0,321.0,169.0,315.0,34.666,32.455,27.702,94.938,PER,Red Bull Racing,105.337,2021,15,2021_15
282.0,289.0,247.0,327.0,31.044,29.847,23.296,84.373,PER,Red Bull Racing,83.706,2021,16,2021_16
234.0,192.0,212.0,317.0,25.404,37.941,31.253,94.701,PER,Red Bull Racing,93.134,2021,17,2021_17
313.0,295.0,255.0,342.0,27.505,29.588,19.888,77.024,PER,Red Bull Racing,76.342,2021,18,2021_18
319.0,263.0,318.0,316.0,17.909,35.353,16.23,69.492,PER,Red Bull Racing,68.483,2021,19,2021_19
250.0,281.0,316.0,313.0,27.239,27.589,27.995,82.846,PER,Red Bull Racing,82.346,2021,20,2021_20
295.0,320.0,315.0,329.0,32.221,28.271,28.077,88.629,PER,Red Bull Racing,88.123,2021,21,2021_21
291.0,317.0,225.0,323.0,17.223,36.242,30.497,84.047,PER,Red Bull Racing,82.947,2021,22,2021_22
243.0,266.0,289.0,324.0,28.974,39.893,22.995,91.862,RAI,Alfa Romeo Racing,91.238,2021,1,2021_1
227.0,257.0,290.0,290.0,24.344,26.422,25.786,76.775,RAI,Alfa Romeo Racing,75.974,2021,2,2021_2
287.0,193.0,303.0,315.0,23.013,30.497,25.905,79.415,RAI,Alfa Romeo Racing,79.812,2021,3,2021_3
286.0,300.0,285.0,333.0,21.997,29.547,27.053,78.597,RAI,Alfa Romeo Racing,78.917,2021,4,2021_4
219.0,204.0,273.0,283.0,19.063,33.975,19.139,72.298,RAI,Alfa Romeo Racing,71.642,2021,5,2021_5
231.0,240.0,344.0,321.0,36.1,41.711,25.169,103.22,RAI,Alfa Romeo Racing,102.587,2021,6,2021_6
114.0,277.0,308.0,322.0,23.115,28.251,41.627,93.328,RAI,Alfa Romeo Racing,93.354,2021,7,2021_7
318.0,243.0,286.0,314.0,16.659,29.012,20.189,65.942,RAI,Alfa Romeo Racing,65.429,2021,8,2021_8
320.0,246.0,286.0,316.0,16.513,28.908,19.809,65.405,RAI,Alfa Romeo Racing,65.009,2021,9,2021_9
314.0,264.0,252.0,327.0,28.542,36.262,24.333,89.22,RAI,Alfa Romeo Racing,88.062,2021,10,2021_10
284.0,246.0,257.0,306.0,28.114,28.065,22.311,78.683,RAI,Alfa Romeo Racing,77.564,2021,11,2021_11
332.0,205.0,230.0,305.0,30.813,45.714,29.21,105.967,RAI,Alfa Romeo Racing,124.452,2021,12,2021_12
265.0,322.0,174.0,316.0,34.776,32.563,27.638,95.052,RAI,Alfa Romeo Racing,109.586,2021,15,2021_15
283.0,287.0,249.0,333.0,31.301,30.264,23.361,85.143,RAI,Alfa Romeo Racing,87.525,2021,16,2021_16
229.0,191.0,217.0,328.0,25.768,38.506,31.699,96.062,RAI,Alfa Romeo Racing,96.311,2021,17,2021_17
318.0,297.0,254.0,355.0,27.597,30.432,20.378,78.531,RAI,Alfa Romeo Racing,77.958,2021,18,2021_18
326.0,266.0,325.0,328.0,17.977,36.019,16.445,70.443,RAI,Alfa Romeo Racing,69.503,2021,19,2021_19
245.0,285.0,320.0,327.0,27.526,28.218,28.363,84.246,RAI,Alfa Romeo Racing,83.156,2021,20,2021_20
289.0,320.0,307.0,325.0,32.546,28.675,28.311,89.689,RAI,Alfa Romeo Racing,88.885,2021,21,2021_21
288.0,323.0,224.0,331.0,17.371,36.392,31.178,85.037,RAI,Alfa Romeo Racing,84.779,2021,22,2021_22
244.0,269.0,293.0,324.0,29.067,39.319,22.844,91.23,RIC,McLaren,89.927,2021,1,2021_1
231.0,259.0,286.0,287.0,24.235,26.233,25.65,76.253,RIC,McLaren,74.826,2021,2,2021_2
288.0,194.0,291.0,312.0,22.987,30.593,26.002,79.582,RIC,McLaren,79.839,2021,3,2021_3
287.0,307.0,287.0,328.0,22.038,29.429,27.115,78.582,RIC,McLaren,77.622,2021,4,2021_4
217.0,204.0,272.0,286.0,19.135,34.276,19.477,72.959,RIC,McLaren,71.598,2021,5,2021_5
223.0,231.0,332.0,316.0,36.279,41.618,25.089,103.298,RIC,McLaren,102.558,2021,6,2021_6
121.0,276.0,307.0,317.0,23.059,28.172,41.528,92.759,RIC,McLaren,91.382,2021,7,2021_7
320.0,245.0,286.0,313.0,16.534,29.128,20.02,65.748,RIC,McLaren,64.808,2021,8,2021_8
315.0,248.0,285.0,314.0,16.698,29.141,19.838,65.698,RIC,McLaren,64.719,2021,9,2021_9
313.0,269.0,253.0,322.0,28.174,35.805,24.16,88.211,RIC,McLaren,86.899,2021,10,2021_10
281.0,250.0,258.0,306.0,28.122,27.779,22.041,77.942,RIC,McLaren,76.871,2021,11,2021_11
330.0,209.0,228.0,312.0,31.113,45.681,29.324,106.118,RIC,McLaren,120.864,2021,12,2021_12
278.0,287.0,302.0,313.0,24.875,24.193,21.945,71.013,RIC,McLaren,70.166,2021,13,2021_13
319.0,328.0,313.0,341.0,27.327,27.274,26.873,81.474,RIC,McLaren,79.995,2021,14,2021_14
262.0,320.0,168.0,314.0,34.943,32.54,27.906,95.63,RIC,McLaren,104.156,2021,15,2021_15
281.0,289.0,248.0,327.0,31.263,30.036,23.404,84.975,RIC,McLaren,85.881,2021,16,2021_16
234.0,193.0,213.0,324.0,25.405,38.471,31.469,95.345,RIC,McLaren,93.808,2021,17,2021_17
316.0,293.0,252.0,350.0,27.573,30.052,20.272,78.121,RIC,McLaren,76.763,2021,18,2021_18
319.0,261.0,318.0,316.0,18.157,36.114,16.575,70.99,RIC,McLaren,69.039,2021,19,2021_19
246.0,281.0,319.0,317.0,27.454,28.004,28.116,83.711,RIC,McLaren,82.597,2021,20,2021_20
290.0,321.0,306.0,326.0,32.596,28.708,28.185,89.717,RIC,McLaren,88.668,2021,21,2021_21
285.0,318.0,225.0,321.0,17.341,36.522,30.647,84.733,RIC,McLaren,83.409,2021,22,2021_22
246.0,265.0,294.0,327.0,29.102,40.13,23.099,92.331,RUS,Williams,93.43,2021,1,2021_1
233.0,261.0,289.0,293.0,24.176,26.353,25.694,76.427,RUS,Williams,75.261,2021,2,2021_2
289.0,195.0,300.0,321.0,22.961,30.722,26.069,80.127,RUS,Williams,79.109,2021,3,2021_3
285.0,304.0,284.0,317.0,22.215,29.636,27.154,79.005,RUS,Williams,79.154,2021,4,2021_4
218.0,203.0,269.0,280.0,19.311,34.373,19.591,73.447,RUS,Williams,71.83,2021,5,2021_5
217.0,234.0,338.0,320.0,36.704,42.243,24.95,104.434,RUS,Williams,102.758,2021,6,2021_6
124.0,280.0,306.0,324.0,23.258,28.191,41.824,93.364,RUS,Williams,92.065,2021,7,2021_7
318.0,246.0,286.0,315.0,16.586,29.275,19.886,65.863,RUS,Williams,64.671,2021,8,2021_8
313.0,246.0,285.0,314.0,16.624,29.068,19.716,65.694,RUS,Williams,64.591,2021,9,2021_9
306.0,265.0,249.0,325.0,28.654,36.34,24.612,89.665,RUS,Williams,86.971,2021,10,2021_10
279.0,247.0,259.0,302.0,28.404,28.114,22.276,78.794,RUS,Williams,77.944,2021,11,2021_11
325.0,210.0,228.0,305.0,31.139,45.295,29.721,106.665,RUS,Williams,120.086,2021,12,2021_12
277.0,285.0,314.0,312.0,24.589,24.744,21.939,71.274,RUS,Williams,70.332,2021,13,2021_13
320.0,329.0,309.0,338.0,27.412,27.83,27.636,83.092,RUS,Williams,81.392,2021,14,2021_14
264.0,327.0,167.0,318.0,34.584,32.685,27.825,95.094,RUS,Williams,102.983,2021,15,2021_15
282.0,290.0,249.0,330.0,31.46,30.284,23.418,85.358,RUS,Williams,85.007,2021,16,2021_16
228.0,194.0,212.0,325.0,25.77,38.58,31.673,96.023,RUS,Williams,95.746,2021,17,2021_17
310.0,293.0,250.0,341.0,28.127,30.565,20.316,79.211,RUS,Williams,78.172,2021,18,2021_18
318.0,262.0,321.0,318.0,18.207,36.266,16.465,70.938,RUS,Williams,69.953,2021,19,2021_19
246.0,281.0,314.0,326.0,27.318,28.158,28.374,83.923,RUS,Williams,82.756,2021,20,2021_20
292.0,321.0,308.0,324.0,32.748,28.7,28.449,90.034,RUS,Williams,89.054,2021,21,2021_21
290.0,317.0,224.0,326.0,17.314,36.731,31.129,85.22,RUS,Williams,84.423,2021,22,2021_22
242.0,266.0,290.0,317.0,28.68,39.5,22.947,91.127,SAI,Ferrari,90.215,2021,1,2021_1
230.0,258.0,288.0,289.0,24.191,26.111,25.339,75.834,SAI,Ferrari,75.199,2021,2,2021_2
286.0,194.0,297.0,315.0,22.917,30.371,25.745,79.05,SAI,Ferrari,79.039,2021,3,2021_3
283.0,302.0,283.0,311.0,22.199,29.32,26.891,78.41,SAI,Ferrari,77.62,2021,4,2021_4
221.0,207.0,271.0,281.0,18.76,33.519,18.984,71.341,SAI,Ferrari,70.611,2021,5,2021_5
235.0,242.0,338.0,318.0,35.889,41.187,24.891,102.243,SAI,Ferrari,101.576,2021,6,2021_6
121.0,278.0,298.0,320.0,22.925,27.954,41.269,92.195,SAI,Ferrari,90.84,2021,7,2021_7
313.0,244.0,281.0,309.0,16.597,28.979,19.979,65.698,SAI,Ferrari,64.8,2021,8,2021_8
314.0,247.0,285.0,313.0,16.604,28.919,19.682,65.347,SAI,Ferrari,64.559,2021,9,2021_9
311.0,268.0,251.0,325.0,27.942,35.737,24.244,87.923,SAI,Ferrari,87.007,2021,10,2021_10
279.0,248.0,257.0,311.0,28.192,27.377,21.928,77.497,SAI,Ferrari,76.649,2021,11,2021_11
330.0,209.0,227.0,308.0,30.855,45.334,29.199,105.517,SAI,Ferrari,118.137,2021,12,2021_12
277.0,286.0,305.0,314.0,24.791,24.167,21.961,71.056,SAI,Ferrari,69.537,2021,13,2021_13
317.0,331.0,320.0,335.0,27.308,27.405,27.077,81.914,SAI,Ferrari,80.462,2021,14,2021_14
262.0,320.0,167.0,315.0,34.815,32.315,27.489,94.678,SAI,Ferrari,102.51,2021,15,2021_15
282.0,290.0,248.0,325.0,31.341,30.061,23.363,84.86,SAI,Ferrari,85.177,2021,16,2021_16
230.0,191.0,211.0,323.0,25.451,38.108,31.246,94.805,SAI,Ferrari,93.792,2021,17,2021_17
316.0,295.0,255.0,345.0,27.652,30.194,20.141,78.029,SAI,Ferrari,76.761,2021,18,2021_18
333.0,264.0,318.0,320.0,17.774,35.793,16.447,70.124,SAI,Ferrari,68.826,2021,19,2021_19
247.0,278.0,320.0,325.0,27.152,27.676,28.137,83.048,SAI,Ferrari,81.84,2021,20,2021_20
291.0,319.0,316.0,329.0,32.339,28.573,28.095,89.149,SAI,Ferrari,113.652,2021,21,2021_21
284.0,318.0,223.0,322.0,17.41,36.336,30.736,84.595,SAI,Ferrari,82.992,2021,22,2021_22
245.0,266.0,291.0,323.0,28.839,39.374,23.129,91.393,STR,Aston Martin,90.601,2021,1,2021_1
230.0,258.0,287.0,290.0,24.3,26.228,25.693,76.245,STR,Aston Martin,75.138,2021,2,2021_2
287.0,190.0,294.0,318.0,23.132,30.634,26.2,80.007,STR,Aston Martin,79.913,2021,3,2021_3
284.0,301.0,285.0,321.0,22.125,29.521,27.014,78.877,STR,Aston Martin,77.974,2021,4,2021_4
218.0,201.0,272.0,279.0,19.216,34.178,19.21,72.7,STR,Aston Martin,71.6,2021,5,2021_5
313.0,241.0,284.0,314.0,16.492,28.977,19.976,65.445,STR,Aston Martin,64.708,2021,8,2021_8
313.0,246.0,284.0,316.0,16.498,28.806,19.798,65.139,STR,Aston Martin,64.618,2021,9,2021_9
307.0,265.0,250.0,324.0,28.154,36.378,24.746,89.597,STR,Aston Martin,87.665,2021,10,2021_10
281.0,248.0,258.0,302.0,28.112,27.769,21.966,78.05,STR,Aston Martin,76.893,2021,11,2021_11
325.0,207.0,228.0,306.0,30.845,45.167,29.168,105.18,STR,Aston Martin,118.231,2021,12,2021_12
278.0,289.0,305.0,314.0,24.678,24.174,21.99,70.842,STR,Aston Martin,70.367,2021,13,2021_13
316.0,328.0,309.0,336.0,27.149,27.331,27.196,81.676,STR,Aston Martin,81.02,2021,14,2021_14
262.0,320.0,166.0,314.0,35.044,32.64,27.65,95.334,STR,Aston Martin,104.956,2021,15,2021_15
279.0,290.0,248.0,326.0,31.558,30.225,23.237,85.02,STR,Aston Martin,84.305,2021,16,2021_16
229.0,192.0,210.0,319.0,25.903,38.13,31.528,95.561,STR,Aston Martin,95.983,2021,17,2021_17
314.0,295.0,255.0,349.0,27.573,30.426,20.353,78.352,STR,Aston Martin,80.873,2021,18,2021_18
318.0,261.0,314.0,317.0,18.191,35.675,16.486,70.352,STR,Aston Martin,69.663,2021,19,2021_19
245.0,282.0,315.0,323.0,27.422,28.176,28.001,83.705,STR,Aston Martin,82.46,2021,20,2021_20
288.0,314.0,303.0,318.0,32.702,28.902,28.324,90.03,STR,Aston Martin,89.368,2021,21,2021_21
286.0,315.0,221.0,318.0,17.511,36.368,31.151,85.362,STR,Aston Martin,84.066,2021,22,2021_22
245.0,270.0,296.0,324.0,28.888,39.433,22.973,91.294,TSU,AlphaTauri,91.203,2021,1,2021_1
288.0,193.0,295.0,321.0,22.911,30.345,26.027,79.485,TSU,AlphaTauri,79.463,2021,3,2021_3
286.0,305.0,287.0,322.0,22.042,29.271,27.035,78.619,TSU,AlphaTauri,78.556,2021,4,2021_4
220.0,199.0,272.0,283.0,19.185,34.206,19.634,73.522,TSU,AlphaTauri,72.096,2021,5,2021_5
236.0,241.0,335.0,314.0,36.043,41.42,25.244,103.13,TSU,AlphaTauri,102.211,2021,6,2021_6
322.0,246.0,287.0,316.0,16.484,28.897,19.649,65.15,TSU,AlphaTauri,64.514,2021,8,2021_8
318.0,246.0,288.0,313.0,16.377,29.044,19.618,65.356,TSU,AlphaTauri,64.273,2021,9,2021_9
312.0,267.0,255.0,324.0,28.314,35.895,24.327,88.6,TSU,AlphaTauri,88.043,2021,10,2021_10
277.0,246.0,258.0,301.0,28.17,28.103,22.136,78.461,TSU,AlphaTauri,77.919,2021,11,2021_11
332.0,205.0,228.0,306.0,30.846,45.765,29.085,105.758,TSU,AlphaTauri,122.413,2021,12,2021_12
280.0,284.0,305.0,314.0,25.015,24.538,22.098,71.98,TSU,AlphaTauri,71.314,2021,13,2021_13
319.0,329.0,309.0,339.0,27.41,27.639,27.481,82.53,TSU,AlphaTauri,81.973,2021,14,2021_14
266.0,321.0,167.0,315.0,34.953,32.995,28.006,95.954,TSU,AlphaTauri,106.751,2021,15,2021_15
283.0,288.0,246.0,327.0,31.225,30.097,23.293,84.882,TSU,AlphaTauri,84.368,2021,16,2021_16
231.0,191.0,210.0,321.0,25.737,38.622,31.95,96.572,TSU,AlphaTauri,94.918,2021,17,2021_17
316.0,298.0,255.0,346.0,27.548,30.074,20.331,78.037,TSU,AlphaTauri,77.158,2021,18,2021_18
320.0,265.0,320.0,323.0,18.133,35.726,16.447,70.374,TSU,AlphaTauri,69.483,2021,19,2021_19
251.0,281.0,315.0,318.0,27.232,27.904,28.107,83.567,TSU,AlphaTauri,81.881,2021,20,2021_20
292.0,320.0,305.0,323.0,32.129,28.421,28.091,88.641,TSU,AlphaTauri,88.442,2021,21,2021_21
288.0,314.0,227.0,323.0,17.45,36.745,30.865,85.06,TSU,AlphaTauri,83.22,2021,22,2021_22
244.0,268.0,289.0,319.0,28.648,39.148,22.728,90.577,VER,Red Bull Racing,88.997,2021,1,2021_1
232.0,258.0,284.0,290.0,24.041,25.836,25.081,74.958,VER,Red Bull Racing,74.498,2021,2,2021_2
289.0,191.0,298.0,316.0,22.594,30.157,25.586,78.489,VER,Red Bull Racing,78.746,2021,3,2021_3
286.0,305.0,285.0,318.0,21.997,29.029,26.786,77.835,VER,Red Bull Racing,76.777,2021,4,2021_4
222.0,203.0,273.0,280.0,18.74,33.489,19.038,71.294,VER,Red Bull Racing,70.576,2021,5,2021_5
235.0,237.0,330.0,316.0,35.826,41.078,25.215,102.216,VER,Red Bull Racing,101.563,2021,6,2021_6
121.0,281.0,302.0,322.0,22.874,27.635,40.791,91.3,VER,Red Bull Racing,89.99,2021,7,2021_7
322.0,247.0,289.0,318.0,16.428,28.576,19.543,64.57,VER,Red Bull Racing,63.841,2021,8,2021_8
316.0,247.0,287.0,314.0,16.471,28.609,19.494,64.591,VER,Red Bull Racing,63.72,2021,9,2021_9
309.0,268.0,255.0,326.0,28.005,35.277,23.753,87.035,VER,Red Bull Racing,86.209,2021,10,2021_10
281.0,250.0,258.0,298.0,27.754,27.294,21.794,76.914,VER,Red Bull Racing,75.84,2021,11,2021_11
324.0,211.0,227.0,305.0,30.976,44.416,28.726,104.472,VER,Red Bull Racing,119.765,2021,12,2021_12
280.0,286.0,316.0,310.0,24.319,23.731,21.573,69.623,VER,Red Bull Racing,68.885,2021,13,2021_13
320.0,328.0,314.0,336.0,27.054,27.301,27.023,81.378,VER,Red Bull Racing,79.966,2021,14,2021_14
282.0,288.0,246.0,326.0,31.175,30.025,23.186,84.439,VER,Red Bull Racing,83.196,2021,16,2021_16
233.0,192.0,213.0,318.0,25.323,38.043,31.017,94.383,VER,Red Bull Racing,92.91,2021,17,2021_17
314.0,295.0,254.0,345.0,27.585,29.681,19.918,77.217,VER,Red Bull Racing,76.225,2021,18,2021_18
318.0,263.0,328.0,326.0,17.876,35.187,16.267,69.417,VER,Red Bull Racing,68.372,2021,19,2021_19
251.0,279.0,315.0,313.0,27.051,27.499,27.969,82.651,VER,Red Bull Racing,81.282,2021,20,2021_20
295.0,316.0,308.0,320.0,31.982,28.257,27.793,88.1,VER,Red Bull Racing,87.653,2021,21,2021_21
291.0,321.0,227.0,328.0,17.187,36.109,30.187,83.488,VER,Red Bull Racing,82.109,2021,22,2021_22
245.0,266.0,291.0,323.0,28.863,39.739,23.142,91.769,VET,Aston Martin,92.056,2021,1,2021_1
231.0,258.0,284.0,290.0,24.366,26.32,25.585,76.389,VET,Aston Martin,75.394,2021,2,2021_2
287.0,194.0,296.0,312.0,23.117,30.75,26.089,80.129,VET,Aston Martin,79.659,2021,3,2021_3
283.0,303.0,286.0,323.0,22.186,29.561,27.038,78.947,VET,Aston Martin,78.079,2021,4,2021_4
219.0,203.0,272.0,280.0,19.144,33.991,19.342,72.537,VET,Aston Martin,71.419,2021,5,2021_5
226.0,233.0,336.0,317.0,36.42,41.595,25.187,103.585,VET,Aston Martin,102.224,2021,6,2021_6
125.0,280.0,303.0,319.0,23.2,28.065,41.894,93.2,VET,Aston Martin,91.767,2021,7,2021_7
316.0,245.0,287.0,312.0,16.546,28.885,20.061,65.492,VET,Aston Martin,64.875,2021,8,2021_8
315.0,249.0,286.0,316.0,16.508,28.956,19.804,65.268,VET,Aston Martin,64.57,2021,9,2021_9
312.0,270.0,253.0,324.0,28.083,35.847,24.132,88.062,VET,Aston Martin,87.179,2021,10,2021_10
285.0,251.0,259.0,298.0,28.258,27.748,22.037,78.228,VET,Aston Martin,76.75,2021,11,2021_11
326.0,209.0,231.0,305.0,30.794,45.428,29.114,105.336,VET,Aston Martin,120.935,2021,12,2021_12
276.0,286.0,305.0,310.0,24.628,24.23,22.014,70.872,VET,Aston Martin,70.731,2021,13,2021_13
316.0,326.0,309.0,336.0,27.306,27.285,27.233,81.824,VET,Aston Martin,80.913,2021,14,2021_14
261.0,320.0,170.0,313.0,34.982,32.364,27.491,94.837,VET,Aston Martin,106.573,2021,15,2021_15
278.0,288.0,248.0,328.0,31.584,30.325,23.304,85.229,VET,Aston Martin,84.795,2021,16,2021_16
234.0,193.0,211.0,322.0,25.8,38.452,31.515,95.851,VET,Aston Martin,95.5,2021,17,2021_17
314.0,294.0,253.0,347.0,27.739,30.243,20.313,78.614,VET,Aston Martin,77.746,2021,18,2021_18
319.0,260.0,311.0,317.0,18.083,35.787,16.543,70.413,VET,Aston Martin,69.399,2021,19,2021_19
245.0,280.0,315.0,324.0,27.414,28.0,28.185,83.884,VET,Aston Martin,82.785,2021,20,2021_20
288.0,318.0,306.0,323.0,32.881,28.841,28.438,90.296,VET,Aston Martin,89.198,2021,21,2021_21
286.0,316.0,222.0,321.0,17.45,36.472,31.121,85.115,VET,Aston Martin,84.305,2021,22,2021_22
